ad_id,is_viewd,hour,browser,fold,site_id,site_domain,site_category,user_id,device_vendor,device_type,connection,screen width,ad height,load time (ms),attempt index,avg scroll depth in url,traffic_source
1.82235916275273E+019,0,13,facebook ios,1,1fbe01fe,f3845767,28905ebd,333f1d47,1f0bc64f,mobile,wifi,320,50,1722,0,21,social
1.82710419772965E+019,0,13,facebook ios,1,85f751fd,c4e18dd6,50e219e0,aed35c22,277e7b8c,mobile,wifi,320,50,613,2,68,serach
2.02285591001624E+018,1,13,facebook ios,1,1fbe01fe,f3845767,28905ebd,59c555e7,779d90c2,mobile,wifi,320,50,1722,0,21,social
2.41668940989251E+018,0,13,facebook ios,1,85f751fd,c4e18dd6,50e219e0,c5d4327c,c77d3059,mobile,wifi,300,50,2507,0,57,serach
2.63054703673756E+018,0,13,facebook ios,1,5bcf81a2,9d54950b,f028772b,5bcf53fb,46a414f4,mobile,wifi,320,50,2507,0,57,social
2.68096487325247E+018,0,13,facebook ios,1,85f751fd,c4e18dd6,50e219e0,62074609,eb0966e4,mobile,wifi,320,50,2424,1,29,social
2.8073881774994E+018,0,13,facebook ios,1,85f751fd,c4e18dd6,50e219e0,693e8b4a,cd5b1559,mobile,2G,320,50,2506,0,57,social
2.92966821160625E+017,1,13,chrome,1,2640e3f2,1b196c75,50e219e0,fa64172c,43e7b962,tablet,wifi,320,50,479,3,77,social
2.94546436015355E+017,0,13,facebook ios,2,a7853007,7e091613,f028772b,af62faf4,c3f7117b,mobile,wifi,320,50,906,3,39,direct
2.97909424214296E+017,0,13,facebook ios,1,85f751fd,c4e18dd6,50e219e0,e9cd34d8,b633d9d6,mobile,2G,320,50,2506,0,57,serach
3.19196784920285E+017,0,13,facebook ios,1,85f751fd,c4e18dd6,50e219e0,1699d6a0,ecb851b2,mobile,wifi,320,50,2506,0,57,social
3.35757090660769E+016,0,13,facebook ios,1,85f751fd,c4e18dd6,50e219e0,40d8fae1,cc1b551e,mobile,2G,320,50,2506,0,57,direct
3.52803388169771E+018,0,13,facebook ios,1,85f751fd,c4e18dd6,50e219e0,303d42e1,e62a69fe,mobile,wifi,320,50,2506,0,57,social
5.51840451995227E+018,0,13,facebook ios,1,f4959604,7256c623,f028772b,746f4824,88fe1d5d,mobile,wifi,320,50,2506,0,57,serach
5.92599499225341E+018,0,13,facebook ios,2,856e6d3f,58a89a43,f028772b,ed370135,0eb711ec,mobile,wifi,320,50,2526,0,100,direct
6.0253029342257E+018,0,13,facebook ios,1,85f751fd,c4e18dd6,50e219e0,73e7e5b4,dc15c87e,mobile,2G,320,50,2506,0,57,social
7.16232926331577E+018,0,13,facebook ios,2,e151e245,7e091613,f028772b,d87c9e09,0b188ab3,mobile,wifi,320,50,1872,3,77,serach
7.16811169945135E+018,0,13,facebook ios,1,85f751fd,c4e18dd6,50e219e0,2175883a,aaffed8f,mobile,wifi,320,50,2506,0,57,social
8.26155756988582E+018,0,13,facebook ios,1,85f751fd,c4e18dd6,50e219e0,975a1b2b,5096d134,mobile,wifi,320,50,2506,0,57,serach
8.27933352228191E+018,0,13,facebook ios,1,12fb4121,6b59f079,f028772b,c28bd729,711ee120,mobile,wifi,320,50,2507,0,57,direct
8.92967887557267E+017,0,13,facebook ios,1,85f751fd,c4e18dd6,50e219e0,bb9a3023,5347522c,mobile,2G,320,50,2506,0,57,social
9.25527990882125E+017,0,13,facebook ios,2,7dd19f44,9690165f,f028772b,8926c652,ecb851b2,mobile,wifi,320,50,2506,0,57,direct
9.99475882980114E+015,0,13,facebook ios,2,a7853007,7e091613,f028772b,af62faf4,3bb1ddd7,mobile,wifi,320,50,906,3,39,serach
1.03009977326266E+019,0,14,facebook ios,2,e4d8dd7b,a17bde68,3e814130,b64547de,150d42ed,mobile,wifi,320,50,2526,0,100,serach
1.08953605993267E+019,1,14,facebook ios,1,1fbe01fe,f3845767,28905ebd,f72c1e81,8a4875bd,mobile,wifi,320,50,1722,0,21,social
1.13227499685459E+019,0,14,facebook ios,1,85f751fd,c4e18dd6,50e219e0,3d54b526,dab823eb,mobile,wifi,320,50,2480,3,39,direct
1.18542361991955E+019,0,14,facebook ios,2,86e38d08,6390786d,f028772b,285aa37d,03683bd4,mobile,wifi,320,50,906,3,39,direct
1.19434471521358E+019,0,14,facebook ios,2,5b4d2eda,16a36ef3,f028772b,27594d9a,8a4875bd,mobile,wifi,320,50,2526,0,100,serach
1.34802397140419E+019,0,14,facebook ios,1,1fbe01fe,f3845767,28905ebd,47f968fc,ad0177e7,mobile,wifi,216,36,2524,0,100,social
1.47113637983293E+019,0,14,facebook ios,1,85f751fd,c4e18dd6,50e219e0,6d8436f5,f2790a6a,mobile,wifi,320,50,178,3,85,serach
1.50215014520795E+018,0,14,facebook ios,1,e9ca7d40,98572c79,f028772b,236d4720,bc8913e3,mobile,wifi,300,250,2523,0,100,social
1.63086118408515E+019,0,14,facebook ios,1,85f751fd,c4e18dd6,50e219e0,e8d35de5,c2dc1259,mobile,wifi,320,50,178,3,85,direct
2.68359831685663E+017,0,14,facebook ios,2,a7853007,7e091613,f028772b,009a7861,3bb1ddd7,mobile,wifi,320,50,906,3,39,serach
2.73863787199902E+018,0,14,facebook ios,1,1fbe01fe,f3845767,28905ebd,30eb46ae,c144e605,mobile,wifi,320,50,1722,0,21,direct
3.3707808059992E+018,0,14,facebook ios,1,1fbe01fe,f3845767,28905ebd,6379f079,be87996b,mobile,2G,320,50,1722,0,21,social
4.00531480068408E+017,1,14,facebook ios,1,85f751fd,c4e18dd6,50e219e0,e32a1df2,a5bce124,mobile,wifi,320,50,178,3,85,serach
5.4557325704768E+018,0,14,facebook ios,1,85f751fd,c4e18dd6,50e219e0,413b47d5,1ccc7835,mobile,wifi,320,50,178,3,85,social
6.78619966641674E+018,0,14,facebook ios,2,856e6d3f,58a89a43,f028772b,a1ebcd11,0391499f,mobile,wifi,320,50,2526,0,100,social
7.34887720549354E+018,0,14,facebook ios,1,85f751fd,c4e18dd6,50e219e0,613b7bc6,d787e91b,mobile,wifi,320,50,2227,0,52,serach
7.98006898039142E+017,0,14,facebook ios,2,5114c672,3f2f3819,3e814130,1cb1672a,a8a022f9,mobile,wifi,320,50,2526,0,100,social
9.53315337508051E+018,0,14,facebook ios,1,1fbe01fe,f3845767,28905ebd,e660856b,6d44e29a,mobile,wifi,320,50,1076,0,21,direct
9.64939242432499E+018,1,14,facebook ios,1,1fbe01fe,f3845767,28905ebd,5f78067c,d787e91b,mobile,wifi,320,50,1722,0,21,social
1.09807459296805E+019,0,15,facebook ios,2,e151e245,7e091613,f028772b,b2a0f2da,1f0bc64f,mobile,wifi,320,50,1872,3,77,serach
1.2825173387736E+019,1,15,facebook ios,2,a7853007,7e091613,f028772b,6394f6f6,fd235d3a,mobile,wifi,320,50,906,3,39,serach
1.58009843809279E+018,0,15,facebook ios,1,85f751fd,c4e18dd6,50e219e0,bd7006aa,a326aa30,mobile,wifi,320,50,2260,0,9,direct
1.77125625408512E+019,0,15,facebook ios,1,85f751fd,c4e18dd6,50e219e0,dbdde7cb,747d243c,mobile,wifi,320,50,178,3,85,serach
1.80009044935409E+019,0,15,facebook ios,2,e151e245,7e091613,f028772b,422cce38,2c85d13a,mobile,wifi,320,50,1934,2,84,serach
4.48776007523765E+018,0,15,facebook ios,1,85f751fd,c4e18dd6,50e219e0,4e2b4e41,1f0bc64f,mobile,wifi,320,50,2374,3,77,social
5.49484027722442E+018,0,15,facebook ios,1,1fbe01fe,f3845767,28905ebd,e2a5b0f9,05e70df4,mobile,wifi,216,36,2524,0,100,serach
5.72480406073176E+018,1,15,facebook ios,1,1fbe01fe,f3845767,28905ebd,b698580f,8a4875bd,mobile,wifi,320,50,1722,0,21,social
6.75215400652581E+018,0,15,facebook ios,1,1fbe01fe,f3845767,28905ebd,be5155af,23885c9e,mobile,wifi,320,50,1722,0,21,direct
7.86248607710014E+018,0,15,facebook ios,1,2a68aa20,9b851bd8,3e814130,1c256feb,8a4875bd,mobile,wifi,320,50,1722,0,21,direct
8.04933506396195E+018,0,15,chrome,1,ddcc553b,d600b051,50e219e0,afebd8e7,a9b05547,tablet,wifi,320,50,2478,3,77,serach
8.35335990901583E+018,0,15,facebook ios,1,1fbe01fe,f3845767,28905ebd,ecb0a7b2,6d44e29a,mobile,wifi,320,50,1076,0,21,direct
8.6467825475601E+018,1,15,facebook ios,2,e151e245,7e091613,f028772b,b0070d9a,4ea23a13,mobile,wifi,320,50,2374,3,77,serach
8.85490098294629E+018,0,15,facebook ios,1,83a0ad1a,5c9ae867,f028772b,e1946513,c94fff1a,mobile,wifi,320,50,2227,0,52,direct
9.52208131883678E+018,0,15,facebook ios,2,e151e245,7e091613,f028772b,fef30989,be87996b,mobile,2G,320,50,1991,2,67,serach
1.08642154839764E+019,0,16,facebook ios,2,e151e245,7e091613,f028772b,1cf29716,05e70df4,mobile,wifi,216,36,2524,0,100,social
1.10246289473296E+019,0,16,facebook ios,1,1fbe01fe,f3845767,28905ebd,431b3174,8b1aa260,mobile,wifi,320,50,1722,0,21,social
1.17322676571946E+019,1,16,facebook ios,2,4c391571,5a3b8f37,f028772b,9dd29d48,d787e91b,mobile,wifi,320,50,1863,3,77,direct
1.58570807249582E+019,0,16,facebook ios,1,eccc36f6,d7815791,f66779e6,98babd99,31f63ca2,mobile,wifi,320,50,1722,0,21,serach
1.61105887680038E+019,0,16,facebook ios,1,1fbe01fe,f3845767,28905ebd,64a9a2b5,8a4875bd,mobile,wifi,320,50,1722,0,21,social
1.61747584942923E+018,0,16,facebook ios,2,a7853007,7e091613,f028772b,6394f6f6,cad4c01d,mobile,wifi,320,50,906,3,39,direct
1.68542136944844E+018,0,16,facebook ios,2,a7853007,7e091613,f028772b,285aa37d,fd235d3a,mobile,wifi,320,50,906,3,39,direct
1.71054259066545E+019,0,16,other browser,2,85f751fd,c4e18dd6,50e219e0,ac77b71a,f07e20f8,desktop,3G,320,50,1722,0,21,social
1.75022643294077E+019,0,16,chrome,1,7a34d501,c4e18dd6,50e219e0,5d4506c3,09d87df2,tablet,wifi,216,36,2502,0,100,serach
1.75856634158079E+019,0,16,facebook ios,1,85f751fd,c4e18dd6,50e219e0,45a6b009,a0f5f879,mobile,wifi,320,50,178,3,85,direct
1.79765699388672E+019,0,16,facebook ios,1,d6137915,bb1ef334,f028772b,45c38bf6,44c701de,mobile,wifi,320,50,2227,0,52,social
1.8382617111227E+019,1,16,facebook ios,1,fbfbe4c5,fbac301e,28905ebd,cfc9b858,aa35da31,mobile,wifi,320,50,2253,2,48,direct
2.71462573186605E+018,0,16,facebook ios,1,1fbe01fe,f3845767,28905ebd,31d7698e,7fdd04d2,mobile,wifi,320,50,1722,0,21,social
2.78335888628244E+017,0,16,facebook ios,1,765a0577,c7414932,335d28a8,4c15bc03,9e3836ff,mobile,wifi,320,50,2333,0,57,direct
3.09125538163649E+018,0,16,facebook ios,1,ad61648c,3fb2562b,28905ebd,067be8a0,24f6b932,mobile,wifi,320,50,2036,3,56,social
3.73988194198665E+018,1,16,facebook ios,1,85f751fd,c4e18dd6,50e219e0,e8cc39b5,d787e91b,mobile,wifi,320,50,112,3,85,direct
3.74756980662815E+018,0,16,facebook ios,1,6256f5b4,28f93029,f028772b,e8158760,84ebbcd4,mobile,wifi,320,50,572,2,68,serach
7.12214436106352E+018,0,16,facebook ios,2,a7853007,7e091613,f028772b,af9205f9,cad4c01d,mobile,wifi,320,50,906,3,39,serach
1.01444009909677E+019,1,17,facebook ios,1,1fbe01fe,f3845767,28905ebd,f7b1ef1e,d787e91b,mobile,wifi,320,50,1722,0,21,social
1.06374021000544E+019,0,17,facebook ios,2,e151e245,7e091613,f028772b,e4c53304,7abbbd5c,mobile,wifi,320,50,423,2,68,direct
1.07224367143209E+019,0,17,facebook ios,2,17caea14,0dde25ec,f028772b,36a48f89,36b8f4c5,mobile,wifi,320,50,2323,0,52,direct
1.21264521085456E+019,0,17,facebook ios,1,6399eda6,968765cd,f028772b,2dda5059,78d9bd10,mobile,wifi,320,50,2526,0,100,direct
1.21788985252033E+018,0,17,facebook ios,1,6c5b482c,7687a86e,3e814130,21165988,5e12edef,mobile,wifi,300,250,2162,2,67,direct
1.21836543167305E+019,0,17,facebook ios,1,85f751fd,c4e18dd6,50e219e0,30acb5dc,a4b6f65b,mobile,wifi,320,50,2281,3,58,social
1.27669953339188E+019,0,17,facebook ios,1,85f751fd,c4e18dd6,50e219e0,b1ba8bbd,88fbaa46,mobile,2G,320,50,2526,0,100,direct
1.3981560921304E+019,0,17,facebook ios,2,17caea14,0dde25ec,f028772b,9d7202ed,d787e91b,mobile,wifi,320,50,2526,0,100,serach
1.42645243097172E+019,1,17,facebook ios,1,85f751fd,c4e18dd6,50e219e0,3cef9e00,8a4875bd,mobile,wifi,320,50,1873,3,77,social
1.44391904708513E+019,1,17,facebook ios,1,85f751fd,c4e18dd6,50e219e0,93f73175,be6db1d7,mobile,wifi,320,50,178,3,85,direct
1.5745665303788E+019,0,17,facebook ios,1,1fbe01fe,f3845767,28905ebd,0ecef537,44801bc1,mobile,wifi,320,50,1722,0,21,social
1.60303831804606E+019,0,17,facebook ios,1,85f751fd,c4e18dd6,50e219e0,81aaf948,f1937c53,mobile,wifi,320,50,178,3,85,social
1.62941192564046E+019,0,17,facebook ios,1,85f751fd,c4e18dd6,50e219e0,297b2ad3,7ac6007f,mobile,2G,320,50,1722,0,21,serach
1.63952042902014E+019,0,17,facebook ios,1,1fbe01fe,f3845767,28905ebd,533311f1,a25f5408,mobile,wifi,320,50,1722,0,21,serach
1.70877550078119E+019,0,17,facebook ios,1,85f751fd,c4e18dd6,50e219e0,68fd676e,aad45b01,mobile,wifi,320,50,2351,3,39,serach
2.1343722949292E+018,0,17,facebook ios,2,b7e9786d,b12b9f85,f028772b,68a118b8,d14c4241,mobile,wifi,320,50,2227,0,52,social
2.34540462873793E+018,0,17,other browser,2,85f751fd,c4e18dd6,50e219e0,7c63988a,a0f5f879,desktop,wifi,320,50,2036,3,56,social
2.46045209090458E+018,0,17,facebook ios,2,178a7b89,b4598159,f028772b,86539b70,d7aa863b,mobile,wifi,320,50,2039,2,68,direct
4.17072660618924E+018,0,17,chrome,1,38c202aa,4afa254d,50e219e0,8fd6c99e,28e69561,tablet,wifi,320,50,423,2,68,social
4.44276751995135E+018,0,17,facebook ios,1,85f751fd,c4e18dd6,50e219e0,c1179dc2,1f0bc64f,mobile,wifi,320,50,2526,0,100,serach
4.61041795527601E+018,0,17,facebook ios,2,a7853007,7e091613,f028772b,285aa37d,cad4c01d,mobile,wifi,320,50,906,3,39,direct
7.69936561603276E+018,0,17,facebook ios,1,765a0577,c7414932,335d28a8,2a65f53f,9e3836ff,mobile,wifi,320,50,2333,0,57,serach
8.32827761200636E+018,0,17,facebook ios,1,1fbe01fe,f3845767,28905ebd,c0ec3a7b,89416188,mobile,wifi,320,50,1722,0,21,direct
8.95385602589734E+018,0,17,facebook ios,1,85f751fd,c4e18dd6,50e219e0,f2fd1994,cdf6ea96,mobile,wifi,320,50,423,2,68,direct
1.00156047984924E+018,0,18,other browser,2,85f751fd,c4e18dd6,50e219e0,7470adbb,UNKNOWN,bot,2G,320,50,2333,0,57,social
1.00648129050083E+019,0,18,facebook ios,2,d9750ee7,98572c79,f028772b,d9151aeb,19dfeeb9,mobile,wifi,320,50,2060,3,77,serach
1.00884803729523E+019,0,18,facebook ios,1,dc1e8b06,9d40d8b5,f66779e6,602f34e9,1f0bc64f,mobile,wifi,320,50,2374,3,77,social
1.08947010246688E+019,0,18,facebook ios,2,e4d8dd7b,a17bde68,3e814130,8a689a35,be6db1d7,mobile,wifi,320,50,2526,0,100,social
1.18821005421549E+019,0,18,facebook ios,1,85f751fd,c4e18dd6,50e219e0,feb9a0ae,5b4ceb40,mobile,3G,320,50,2424,1,29,serach
1.21541951457658E+018,1,18,facebook ios,2,a7853007,7e091613,f028772b,d90a7774,c3f7117b,mobile,wifi,320,50,906,3,39,direct
1.27927991947783E+019,1,18,facebook ios,1,5b08c53b,7687a86e,3e814130,17e04d91,42a85e5f,mobile,wifi,300,250,2295,2,77,social
1.3021906392165E+019,0,18,facebook ios,1,1fbe01fe,f3845767,28905ebd,07f672d6,05e70df4,mobile,wifi,216,36,2524,0,100,direct
1.59267445651276E+019,1,18,facebook ios,1,5b08c53b,7687a86e,3e814130,3dfecabe,cc045f4e,mobile,wifi,300,250,1994,2,67,social
1.75300328659972E+019,0,18,facebook ios,1,6ec06dbd,d262cf1e,f66779e6,6da1bfbe,2891f384,mobile,wifi,320,50,1955,3,29,direct
1.80526069978903E+019,0,18,facebook ios,1,85f751fd,c4e18dd6,50e219e0,201d87dc,f063b808,mobile,wifi,320,50,2036,3,56,direct
1.89156624575863E+018,1,18,facebook ios,1,85f751fd,c4e18dd6,50e219e0,d7d353d1,7abbbd5c,mobile,wifi,320,50,2374,3,77,social
3.80630644533624E+018,0,18,facebook ios,1,1fbe01fe,f3845767,28905ebd,02c39b52,3bd9e8e7,mobile,wifi,320,50,1722,0,21,social
5.80417116374027E+018,0,18,facebook ios,1,85f751fd,c4e18dd6,50e219e0,a9f57480,5a99f6be,mobile,wifi,320,50,2526,0,100,social
5.87925074725238E+018,0,18,facebook ios,5,240ecdfd,2c5a2165,f028772b,037c6f56,88fe1d5d,mobile,wifi,320,50,2227,0,52,serach
5.96054409438197E+018,0,18,chrome,1,6ae28757,c4e18dd6,50e219e0,ddee596d,34d4af6b,tablet,wifi,320,50,2039,2,68,serach
6.58073730109575E+018,0,18,facebook ios,1,83a0ad1a,5c9ae867,f028772b,17241ef7,5ec45883,mobile,wifi,320,50,2227,0,52,serach
7.30682300403905E+018,0,18,facebook ios,2,5b4d2eda,16a36ef3,f028772b,fd98f682,8a4875bd,mobile,wifi,320,50,2526,0,100,serach
8.09442204132012E+018,0,18,facebook ios,1,d9750ee7,98572c79,f028772b,488a9a3e,1610002a,mobile,wifi,320,50,2522,0,100,direct
8.47185058169459E+018,0,18,facebook ios,1,1fbe01fe,f3845767,28905ebd,110bc7bf,c6263d8a,mobile,wifi,320,50,1722,0,21,direct
8.85271220235418E+017,0,18,facebook ios,2,e5c60a05,7256c623,f028772b,f53fb7ee,8a4875bd,mobile,wifi,320,50,2526,0,100,social
9.14662364916671E+018,0,18,facebook ios,1,85f751fd,c4e18dd6,50e219e0,f59a3c7d,747d243c,mobile,wifi,320,50,572,2,68,serach
1.01225312949593E+019,0,19,facebook ios,1,85f751fd,c4e18dd6,50e219e0,310e293e,1f0bc64f,mobile,wifi,320,50,423,2,68,serach
1.0485613784653E+019,0,19,facebook ios,1,85f751fd,c4e18dd6,50e219e0,3ae8bfac,6f21a189,mobile,wifi,320,50,1873,3,77,social
1.10176166473719E+019,0,19,facebook ios,2,8fbe746d,35dc24d8,f028772b,f0d981f3,4ea23a13,mobile,wifi,320,50,2333,0,57,serach
1.22749054204015E+019,0,19,facebook ios,1,83a0ad1a,5c9ae867,f028772b,bfbd385e,9955990f,mobile,wifi,320,50,2323,0,52,social
1.25980039267363E+019,0,19,facebook ios,1,1fbe01fe,f3845767,28905ebd,6bf461d8,1ccc7835,mobile,wifi,320,50,1722,0,21,social
1.31766984369607E+019,0,19,facebook ios,1,85f751fd,c4e18dd6,50e219e0,0b646cbe,42a5d6ce,mobile,wifi,320,50,1873,3,77,serach
1.34999411648255E+019,0,19,facebook ios,1,85f751fd,c4e18dd6,50e219e0,d6687689,ab09a89e,mobile,wifi,320,50,1882,3,87,social
1.48575337091357E+019,0,19,facebook ios,1,1fbe01fe,f3845767,28905ebd,e05297ae,3bd9e8e7,mobile,wifi,320,50,1722,0,21,social
1.52426315138296E+019,0,19,facebook ios,1,1fbe01fe,f3845767,28905ebd,a8536f3a,8a4875bd,mobile,wifi,320,50,1722,0,21,direct
1.53851162402274E+019,0,19,chrome,1,def019d0,6c0ec9b4,50e219e0,5f78c81f,08ac11ab,tablet,wifi,320,50,2039,2,68,direct
1.55491757702167E+019,0,19,facebook ios,1,12fb4121,6b59f079,f028772b,332130d6,a0f5f879,mobile,wifi,320,50,1863,3,77,direct
1.58113793597817E+019,0,19,facebook ios,1,85f751fd,c4e18dd6,50e219e0,f9b56ddd,0ea40c5b,mobile,wifi,320,50,178,3,85,direct
1.93799126677846E+018,0,19,facebook ios,2,856e6d3f,58a89a43,f028772b,b4f7819e,57e33432,mobile,wifi,320,50,2526,0,100,direct
2.12007336973819E+018,1,19,facebook ios,1,4bf5bbe2,6b560cc1,28905ebd,892875a0,84ebbcd4,mobile,wifi,300,250,2331,2,77,social
3.58931293352273E+018,0,19,facebook ios,1,1fbe01fe,f3845767,28905ebd,e20b9a1c,a0f5f879,mobile,wifi,320,50,1722,0,21,serach
4.56807270147938E+018,0,19,facebook ios,2,a7853007,7e091613,f028772b,285aa37d,3bb1ddd7,mobile,wifi,320,50,906,3,39,serach
5.14889085636213E+018,0,19,facebook ios,2,856e6d3f,58a89a43,f028772b,bbb1ecce,57e33432,mobile,wifi,320,50,2526,0,100,direct
6.2703328997582E+018,0,19,facebook ios,2,e151e245,7e091613,f028772b,a7ff8397,5d7f83d0,mobile,wifi,320,50,1872,3,77,social
6.30083246286173E+018,0,19,facebook ios,2,856e6d3f,58a89a43,f028772b,2c0e7c4e,8a4875bd,mobile,wifi,320,50,2526,0,100,social
7.91906543389256E+016,0,19,facebook ios,1,85f751fd,c4e18dd6,50e219e0,410ca7ea,260bcecc,mobile,wifi,320,50,2333,0,57,direct
9.39059247226814E+017,0,19,facebook ios,1,85f751fd,c4e18dd6,50e219e0,898fa423,4ea23a13,mobile,wifi,320,50,2520,2,10,direct
1.15527276343772E+019,0,20,facebook ios,2,a7853007,7e091613,f028772b,009a7861,fd235d3a,mobile,wifi,320,50,906,3,39,social
1.15563812935113E+019,0,20,facebook ios,1,85f751fd,c4e18dd6,50e219e0,a69399b4,7abbbd5c,mobile,wifi,300,250,2495,2,77,direct
1.16227423812017E+019,0,20,facebook ios,1,85f751fd,c4e18dd6,50e219e0,3a350df9,89416188,mobile,wifi,320,50,2374,3,77,social
1.17032922447157E+019,1,20,facebook ios,1,85f751fd,c4e18dd6,50e219e0,68ebe03d,5aab26c7,mobile,wifi,320,50,2440,3,39,direct
1.29940406487433E+019,0,20,facebook ios,1,bb4524e7,d733bbc3,28905ebd,ee9fc1e9,5db079b5,mobile,2G,320,50,2478,3,77,direct
1.50425964013689E+019,0,20,facebook ios,2,a7853007,7e091613,f028772b,6394f6f6,f60c2fd3,mobile,wifi,320,50,906,3,39,social
1.55132688771369E+019,0,20,facebook ios,2,856e6d3f,58a89a43,f028772b,5ef54541,8a4875bd,mobile,wifi,320,50,2526,0,100,direct
2.35466888903583E+018,0,20,facebook ios,2,cbb01868,7e091613,f028772b,9b1e0b17,84ebbcd4,mobile,wifi,216,36,2333,0,57,direct
4.01810097245568E+018,0,20,facebook ios,1,85f751fd,c4e18dd6,50e219e0,1e174db0,fce66524,mobile,wifi,320,50,423,2,68,serach
6.30306139084144E+018,0,20,facebook ios,1,85f751fd,c4e18dd6,50e219e0,32493f58,7abbbd5c,mobile,wifi,320,50,2333,0,57,direct
6.47005975497402E+018,0,20,facebook ios,1,1fbe01fe,f3845767,28905ebd,57cd4006,f07e20f8,mobile,2G,320,50,1722,0,21,serach
6.57744461264525E+018,1,20,facebook ios,1,85f751fd,c4e18dd6,50e219e0,3533ab3c,d4897fef,mobile,wifi,320,50,178,3,85,direct
6.59197209569903E+018,0,20,facebook ios,1,1fbe01fe,f3845767,28905ebd,ea74a126,8a4875bd,mobile,wifi,320,50,1722,0,21,serach
8.58608445006347E+018,0,20,facebook ios,1,85f751fd,c4e18dd6,50e219e0,e068d460,649e7a14,mobile,wifi,320,50,2036,3,56,serach
1.2158834516848E+019,0,21,facebook ios,1,85f751fd,c4e18dd6,50e219e0,c0aa5a1c,15dc77b3,mobile,wifi,320,50,2480,3,39,direct
1.21916412629738E+019,0,21,facebook ios,1,85f751fd,c4e18dd6,50e219e0,e6701014,b4b19c97,mobile,wifi,320,50,2480,3,39,serach
1.23403589164017E+019,0,21,facebook ios,1,85f751fd,c4e18dd6,50e219e0,e7716e82,9b5ce758,mobile,wifi,320,50,2480,3,39,social
1.27380762429136E+019,1,21,facebook ios,1,85f751fd,c4e18dd6,50e219e0,c3f3bcb8,d10210f7,mobile,2G,320,50,112,3,85,social
1.76871888147233E+018,0,21,facebook ios,2,e151e245,7e091613,f028772b,876e6601,0b188ab3,mobile,wifi,320,50,1934,2,84,serach
2.08961716479759E+018,0,21,facebook ios,1,85f751fd,c4e18dd6,50e219e0,fe16af6f,aad45b01,mobile,wifi,320,50,2480,3,39,social
7.61421887767309E+018,0,21,facebook ios,1,85f751fd,c4e18dd6,50e219e0,8a343278,89416188,mobile,wifi,320,50,2333,0,57,social
9.8023005030762E+018,0,21,facebook ios,1,1fbe01fe,f3845767,28905ebd,cefc65fa,36a30aeb,mobile,wifi,216,36,2524,0,100,social
1.25772984626439E+019,0,22,facebook ios,1,543a539e,c7ca3108,3e814130,1aac1845,3f3d3fa8,mobile,wifi,320,50,2333,0,57,direct
1.29891232918797E+018,0,22,facebook ios,2,57fe1b20,5b626596,f028772b,25c60ac9,0fadd2fe,mobile,wifi,320,50,2440,3,39,social
1.32266166959413E+019,0,22,facebook ios,1,85f751fd,c4e18dd6,50e219e0,531c30eb,17a8848a,mobile,wifi,320,50,2036,3,56,social
1.81457861972996E+019,0,22,facebook ios,1,1fbe01fe,f3845767,28905ebd,34ed5147,7abbbd5c,mobile,wifi,320,50,1722,0,21,direct
1.82663273541457E+019,0,22,chrome,1,887a4754,c4e18dd6,50e219e0,a8261642,72dab84d,tablet,wifi,320,50,2512,2,48,serach
2.22013661163417E+018,0,22,facebook ios,2,17caea14,0dde25ec,f028772b,96c79375,1f0bc64f,mobile,wifi,320,50,2043,2,68,social
3.09971387799115E+018,0,22,facebook ios,1,85f751fd,c4e18dd6,50e219e0,2fc187e0,9b5ce758,mobile,wifi,320,50,2480,3,39,serach
7.9529149350208E+018,0,22,other browser,2,85f751fd,c4e18dd6,50e219e0,da1dcbe1,36b67a2a,desktop,wifi,320,50,2441,0,9,direct
1.18311287022231E+019,0,23,facebook ios,1,1fbe01fe,f3845767,28905ebd,03b61fb9,13472f46,mobile,wifi,320,50,1722,0,21,social
1.20656346504612E+018,0,23,facebook ios,1,85f751fd,c4e18dd6,50e219e0,ff326b93,57b3c6c3,mobile,wifi,320,50,2480,3,39,social
1.29199498884275E+019,0,23,facebook ios,1,85f751fd,c4e18dd6,50e219e0,986c8cd7,ef726eae,mobile,wifi,320,50,2060,3,77,direct
1.30675060577782E+019,0,23,facebook ios,2,a7853007,7e091613,f028772b,930ec31d,3bb1ddd7,mobile,wifi,320,50,906,3,39,serach
1.34931298046374E+019,0,23,facebook ios,1,e9ca7d40,98572c79,f028772b,ceffea69,3bd9e8e7,mobile,wifi,300,250,2523,0,100,direct
1.35045106458247E+019,0,23,facebook ios,1,85f751fd,c4e18dd6,50e219e0,0df702c7,f4fffcd0,mobile,wifi,320,50,2351,3,39,social
1.55995244409837E+019,0,23,facebook ios,1,fec6e632,ace5b8fd,3e814130,6eef9bde,1ccc7835,mobile,wifi,320,50,2333,0,57,social
1.5795850062697E+018,0,23,facebook ios,1,85f751fd,c4e18dd6,50e219e0,1c2afd5e,d056b4bf,mobile,wifi,320,50,2351,3,39,serach
9.03121603074354E+018,0,23,facebook ios,1,5bcf81a2,9d54950b,f028772b,01f964e2,d787e91b,mobile,wifi,320,50,2227,0,52,serach
9.83527050656574E+018,0,23,facebook ios,2,5b4d2eda,16a36ef3,f028772b,57db9dca,fecab627,mobile,wifi,216,36,2333,0,57,direct
